institucion,nombre_uc,empresas,dias_entre_constituciones,constituidas_desde,constituidas_hasta,contratos,monto_mxn_millones,proveedores
"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C.",DIRECCION ADMINISTRATIVA,3,23,2009-02-11 00:00:00,2009-03-06 00:00:00,3,5.1,"TOKA INTERNACIONAL S A P I DE CV (TIN090211JC9, 2009-02-11 00:00:00) | COMPAÑIA MEXICANA EN INGENIERIA ESPECIALIZADA SA DE CV (MIE0902133N4, 2009-02-13 00:00:00) | COMERCIALIZADORA INFINICOM S DE RL DE CV (CIN090306689, 2009-03-06 00:00:00)"
SERVICIOS DE SALUD PÚBLICA DE NAYARIT,DIRECCIÓN DE ADMINISTRACIÓN,4,27,2020-07-02 00:00:00,2020-07-29 00:00:00,8,5.1,"LARODI PHARMA SA DE CV (LPH2007026H0, 2020-07-02 00:00:00) | HERCAB MEDICAL SOLUTIONS SA DE CV (HMS200703J58, 2020-07-03 00:00:00) | DIANMA SOLUTIONS SA DE CV (DSO200708M27, 2020-07-08 00:00:00) | BERMENS MEDICAL SA DE CV (BME2007294Y5, 2020-07-29 00:00:00)"
COMISION NACIONAL DEL AGUA,"DIRECCION LOCAL COLIMA, SUBDIRECCION DE ENLACE ADMINISTRATIVO",3,22,2013-03-05 00:00:00,2013-03-27 00:00:00,5,5.0,"GBA AUTOMOTRIZ SA DE CV (GAU130305QX7, 2013-03-05 00:00:00) | CUBER CONSTRUCCIONES SA DE CV (CCO130314MI7, 2013-03-14 00:00:00) | VILLANUEVA CONSTRUCCIONES Y CONTRATOS SA DE CV (VCC130327QN9, 2013-03-27 00:00:00)"
COMISION NACIONAL DEL SISTEMA DE AHORRO PARA EL RETIRO,SUBDIRECCIÓN DE RECURSOS MATERIALES,4,21,2009-01-22 00:00:00,2009-02-12 00:00:00,6,4.9,"MAF VALUACION Y SERVICIO SA DE CV (MVS090122T43, 2009-01-22 00:00:00) | TECNOLIMPIEZA ECOTEC SA DE CV (TEC090209IE3, 2009-02-09 00:00:00) | TOKA INTERNACIONAL S A P I DE CV (TIN090211JC9, 2009-02-11 00:00:00) | KROLLS TELCOMM DE MEXICO SA DE CV (KTM090212KD9, 2009-02-12 00:00:00)"
"BANCO NACIONAL DEL EJERCITO, FUERZA AEREA Y ARMADA, S.N.C.","DEPARTAMENTO DE LICITACIONES, SUBDIRECCIÓN DE RECURSOS MATERIALES",4,19,2009-05-22 00:00:00,2009-06-10 00:00:00,5,4.8,"DAHFSA DE MEXICO SA DE CV (DME0905224P7, 2009-05-22 00:00:00) | SMARTSOFT AMERICA BUSINESS APPLICATIONS SA DE CV (SAB090522FB7, 2009-05-22 00:00:00) | LULUCAT CORPORATION MEXICO SA DE CV (LCM090604SY9, 2009-06-04 00:00:00) | PCP, AGENTE DE SEGUROS Y DE FIANZAS SA DE CV (PAS0906101P3, 2009-06-10 00:00:00)"
INSTITUTO MEXICANO DEL SEGURO SOCIAL,HOSPITAL DE GINECOLOGIA Y OBSTETRICIA NO.23,3,21,2014-04-09 00:00:00,2014-04-30 00:00:00,100,4.6,"INTERLAV TECHNOLOGIES SA DE CV (ITE140409UK7, 2014-04-09 00:00:00) | MEDICA BESSER SA DE CV (MBE140411JZ1, 2014-04-11 00:00:00) | ASESORIA Y APLICACIONES MEDICAS SA DE CV (AAM140430FY7, 2014-04-30 00:00:00)"
CENTRO NACIONAL DE CONTROL DE ENERGIA,SUBDIERCCION DE ADMINISTRACION,3,27,2000-08-16 00:00:00,2000-09-12 00:00:00,5,4.6,"SCHWEITZER ENGINEERING LABORATORIES SA DE CV (SEL000816LI6, 2000-08-16 00:00:00) | CONSORCIO DE SERVICIOS INTEGRALES PARA OFICINA SA DE CV (CSI000905MZ6, 2000-09-05 00:00:00) | TRIARA.COM SA DE CV (TCO0009128J1, 2000-09-12 00:00:00)"
COMISION NACIONAL DEL AGUA,"ORGANISMO DE CUENCA AGUAS DEL VALLE DE MEXICO, DIRECCION DE ADMINISTRACION",3,28,1996-02-20 00:00:00,1996-03-19 00:00:00,7,4.6,"LAB TECH INSTRUMENTACION SA DE CV (LTI960220FP5, 1996-02-20 00:00:00) | DISTRIBUIDORA NAIS SA DE CV (DNA9603043E9, 1996-03-04 00:00:00) | INESPROC SA DE CV (INE960319FQ9, 1996-03-19 00:00:00)"
INSTITUTO MEXICANO DEL PETROLEO,GERENCIA DE RECURSOS MATERIALES,3,14,1992-02-24 00:00:00,1992-03-09 00:00:00,6,4.5,"INDUSTRIAS GR SA DE CV (IGR9202244M9, 1992-02-24 00:00:00) | GEO SISTEMAS Y CONTROL SA DE CV (GSC9203029M3, 1992-03-02 00:00:00) | PRECISION INSTRUMENTAL AUTOMOTRIZ SA DE CV (PIA920309SJ8, 1992-03-09 00:00:00)"
COMISION DE OPERACION Y FOMENTO DE ACTIVIDADES ACADEMICAS DEL INSTITUTO POLITECNICO NACIONAL,DIRECCION DE ADQUISICIONES,3,5,2017-02-15 00:00:00,2017-02-20 00:00:00,4,4.5,"MANUFACTURAS SERKA CONTINENTALES SA DE CV (MSC170215V20, 2017-02-15 00:00:00) | MAGNOCOM SA DE CV (MAG170216BCA, 2017-02-16 00:00:00) | ARO MOBEL SA DE CV (AMO170220ARA, 2017-02-20 00:00:00)"
CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL,"DIRECCION DE ADMINISTRACION, DEPARTAMENTO DE SERVICIOS GENERALES",4,25,2017-09-25 00:00:00,2017-10-20 00:00:00,9,4.4,"ACHES LIMPIEZA SA DE CV (ALI170925EN5, 2017-09-25 00:00:00) | NISSI L Y V SA DE CV (NLV171003IC4, 2017-10-03 00:00:00) | TYPHOON TECHNOLOGIES S A P I DE CV (TTE1710206B8, 2017-10-20 00:00:00) | VORTEX BUSSINES S DE RL DE CV (VBU171020520, 2017-10-20 00:00:00)"
"CENTRO DE INVESTIGACION EN MATEMATICAS, A.C.","COORDINACION ADMINISTRATIVA, DEPARTAMENTO DE ADQUISICIONES",4,27,2010-10-29 00:00:00,2010-11-25 00:00:00,6,4.3,"GUANAJUATO SERVICIO SUPER SA DE CV (GSS101029A79, 2010-10-29 00:00:00) | MULTISURTIDORA GOG SA DE CV (MGO101104RG6, 2010-11-04 00:00:00) | DINAMICA DEL CENTRO SA DE CV (DCE101123P70, 2010-11-23 00:00:00) | TECNOVIGILANCIA SA DE CV (TEC101125JI5, 2010-11-25 00:00:00)"
INSTITUTO MEXICANO DEL SEGURO SOCIAL,"DELEGACION TLAXCALA, COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO",6,30,2020-06-22 00:00:00,2020-07-22 00:00:00,18,4.3,"COMERCIALIZADORA THE CAT AND THE MOON SAS DE CV (CCM200622EA0, 2020-06-22 00:00:00) | CENTRO DE SIMULACION Y EDUCACION MEDICA SAS DE CV (CSE200622N15, 2020-06-22 00:00:00) | DIANMA SOLUTIONS SA DE CV (DSO200708M27, 2020-07-08 00:00:00) | SAGO MEDICAL SERVICE SA DE CV (SMS200716NZ4, 2020-07-16 00:00:00) | Y&V EVENTOS SA DE CV (YEV2007187V5, 2020-07-18 00:00:00) | REGAITA OBRA Y MANTENIMIENTO SA DE CV (ROM200722MI4, 2020-07-22 00:00:00)"
INSTITUTO NACIONAL DEL SUELO SUSTENTABLE,SUBDIRECCION DE RECURSOS MATERIALES Y SERVICIOS,3,12,2022-08-12 00:00:00,2022-08-24 00:00:00,3,4.3,"CORPORATIVO ROJ & ART S DE RL DE CV (CRA220812H92, 2022-08-12 00:00:00) | SEGURIDAD Y CONTROL ALET SA DE CV (SCA220819UN8, 2022-08-19 00:00:00) | AUMANT CONSTRUCCION Y MANTENIMIENTO SA DE CV (ACM2208246X8, 2022-08-24 00:00:00)"
UNIVERSIDAD DE GUANAJUATO,DEPARTAMENTO DE ADQUISICIONES Y CONTROL DE BIENES,3,13,2006-11-15 00:00:00,2006-11-28 00:00:00,6,4.2,"BECOMAR DE MEXICO S DE RL DE CV (BME061115CRA, 2006-11-15 00:00:00) | ECODELI COMERCIAL SA DE CV (ECO061122F78, 2006-11-22 00:00:00) | DISTRIBUIDORA AEREA DEL BAJIO SA DE CV (DAB061128DSA, 2006-11-28 00:00:00)"
SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA,"DIRECCION GENERAL DE RECURSOS MATERIALES, SERVICIOS Y OBRA PUBLICA",3,14,2007-01-11 00:00:00,2007-01-25 00:00:00,3,4.1,"LA CRONICA DIARIA SA DE CV (CDI070111F89, 2007-01-11 00:00:00) | CARICATURAS, INTERNET, ANIMACIONES Y REVISTAS SA DE CV (CIA070123FD0, 2007-01-23 00:00:00) | RED DE RADIOS COMUNITARIAS DE MEXICO AC (RRC070125LI5, 2007-01-25 00:00:00)"
INSTITUTO MEXICANO DEL PETROLEO,GERENCIA DE PROVEEDURIA Y SERVICIOS,4,27,1994-07-12 00:00:00,1994-08-08 00:00:00,7,4.0,"SISTEMAS AVANZADOS Y PROYECTOS SA DE CV (SAP9407123X8, 1994-07-12 00:00:00) | WATERS SA DE CV (WAT940721QR2, 1994-07-21 00:00:00) | SEGUROS INBURSA, S.A., GRUPO FINANCIERO INBURSA (SIN9408027L7, 1994-08-02 00:00:00) | LAPI SA DE CV (LAP9408085S6, 1994-08-08 00:00:00)"
INFOTEC CENTRO DE INVESTIGACIÓN E INNOVACIÓN EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN,"DIRECCION ADJUNTA DE ADMINISTRACION, SUBGERENCIA DE ASUNTOS CONSULTIVOS",3,28,2017-01-19 00:00:00,2017-02-16 00:00:00,3,4.0,"SOLUCIONES EMPRESARIALES DALI SA DE CV (SED170119NP7, 2017-01-19 00:00:00) | MANUFACTURAS SERKA CONTINENTALES SA DE CV (MSC170215V20, 2017-02-15 00:00:00) | MAGNOCOM SA DE CV (MAG170216BCA, 2017-02-16 00:00:00)"
SECRETARÍA DE SALUD,DIRECCIÓN DE RECURSOS MATERIALES DE OPD SERVICIOS DE SALUD JALISCO,3,30,2014-05-06 00:00:00,2014-06-05 00:00:00,3,4.0,"AR LOGISTICA MEDICA SA DE CV (LME140506A2A, 2014-05-06 00:00:00) | SALUD RL SA DE CV (SRL1405122F7, 2014-05-12 00:00:00) | HUBCITY ELECTRONICOS SA DE CV (HEL1406051L8, 2014-06-05 00:00:00)"
CUNDUACÁN,PRESIDENCIA MUNICIPAL,3,5,2021-07-16 00:00:00,2021-07-21 00:00:00,3,3.9,"ZAIDI EDIFICACIONES Y CAMINOS SA DE CV (ZEC210716MF6, 2021-07-16 00:00:00) | SERVICIOS Y CONSTRUCCIONES INKAR SA DE CV (SCI210719AJ2, 2021-07-19 00:00:00) | ARMAOS CONSTRUCCIONES SA DE CV (ACO210721V72, 2021-07-21 00:00:00)"
INSTITUTO NACIONAL DE PEDIATRÍA,DIRECCIÓN DE ADMINISTRACIÓN,5,26,2004-11-19 00:00:00,2004-12-15 00:00:00,12,3.9,"SOCIEDAD CORPORATIVA PARA LA SALUD SA DE CV (CSA041119GI7, 2004-11-19 00:00:00) | COMERCIALIZADORA MUNRRO SA DE CV (CMU041122GN8, 2004-11-22 00:00:00) | ZURICH PHARMA SA DE CV (ZPH041130CN7, 2004-11-30 00:00:00) | NEOLPHARMA SA DE CV (NEO041207F29, 2004-12-07 00:00:00) | LABORATORIOS SERVET SA DE CV (LSE041215CR4, 2004-12-15 00:00:00)"
SECRETARÍA DE ADMINISTRACIÓN,DIRECCIÓN GENERAL DE ABASTECIMIENTOS,3,29,2011-05-04 00:00:00,2011-06-02 00:00:00,3,3.8,"CENTRO IBEROAMERICANO DE FORMACION Y CERTIFICACION SC (CIF110504QW5, 2011-05-04 00:00:00) | DESCIFRA INVESTIGACION ESTRATEGICA SOCIAL POLITICA Y DE MERCADO (DIE110510KX0, 2011-05-10 00:00:00) | BEO EDUCATION AND TRAVEL SA DE CV (BET1106026S6, 2011-06-02 00:00:00)"
FONDO DE CULTURA ECONOMICA,SUBGERENCIA DE RECURSOS MATERIALES,3,19,2007-03-14 00:00:00,2007-04-02 00:00:00,8,3.8,"IP PRODUCTOS Y SERVICIOS SA DE CV (IPS0703142W1, 2007-03-14 00:00:00) | INGENIERIA ELECTROMECANICA EN INFRAESTRUCTURA COMPUTACIONAL SA D (IEE070329DR4, 2007-03-29 00:00:00) | CODICOM SA DE CV (COD0704025P3, 2007-04-02 00:00:00)"
INSTITUTO PARA DEVOLVER AL PUEBLO LO ROBADO,DIRECCIÓN EJECUTIVA DE RECURSOS MATERIALES,3,27,2003-11-06 00:00:00,2003-12-03 00:00:00,3,3.7,"SERVICIO AUTOMOTRIZ RODRIGUEZ SA DE CV (SAR031106IH7, 2003-11-06 00:00:00) | MARTINEZ ITURBE Y ASOCIADOS SC (MIA031120SP9, 2003-11-20 00:00:00) | O AND P DE MEXICO SA DE CV (OPM031203J17, 2003-12-03 00:00:00)"
INSTITUTO MEXICANO DEL SEGURO SOCIAL,OFICINA DE ADQUISICIONES DE LA DELEGACION CHIAPAS,6,30,2020-06-22 00:00:00,2020-07-22 00:00:00,45,3.7,"COMERCIALIZADORA THE CAT AND THE MOON SAS DE CV (CCM200622EA0, 2020-06-22 00:00:00) | FITSTORE NUTRITION SA DE CV (FNU2006247E0, 2020-06-24 00:00:00) | SAGO MEDICAL SERVICE SA DE CV (SMS200716NZ4, 2020-07-16 00:00:00) | DISTRIBUIDORA POTOSINA BIOFAR SA DE CV (DPB200720KG4, 2020-07-20 00:00:00) | CELLEX MEDICAMENTOS S DE RL DE CV (CME200722RVA, 2020-07-22 00:00:00) | GRUPO JOMERVA SA DE CV (GJO200722TI6, 2020-07-22 00:00:00)"
SECRETARÍA DE SALUD,DIRECCIÓN DE RECURSOS MATERIALES,3,8,2016-11-03 00:00:00,2016-11-11 00:00:00,3,3.6,"SERVICIO CORPORATIVO MARTITRES SA DE CV (SCM161103R14, 2016-11-03 00:00:00) | EQUIFARMA MEDICAL SOLUTIONS SA DE CV (EMS161104J90, 2016-11-04 00:00:00) | PROVEEDORA DE SERVICIOS Y MATERIALES SEMAREG SA DE CV (PSM161111IL0, 2016-11-11 00:00:00)"
COMISIÓN NACIONAL DE SALUD MENTAL Y ADICCIONES,COMISIÓN NACIONAL DE SALUD MENTAL Y ADICCIONES,3,16,1983-05-11 00:00:00,1983-05-27 00:00:00,7,3.6,"ANTIBIOTICOS DE MEXICO SA DE CV (AME830511BD0, 1983-05-11 00:00:00) | LABORATORIOS LE ROY SA DE CV (LLR8305119Y9, 1983-05-11 00:00:00) | LABORATORIOS PISA SA DE CV (LPI830527KJ2, 1983-05-27 00:00:00)"
INSTITUTO NACIONAL DE REHABILITACIÓN LUIS GUILLERMO IBARRA IBARRA,SUBDIRECCION DE COMPRAS Y SUMINISTROS,7,22,2016-04-11 00:00:00,2016-05-03 00:00:00,10,3.5,"MULTIPROSEG SA DE CV (MUL160411HC2, 2016-04-11 00:00:00) | SISTEMAS BIOMEDICOS PROFESIONALES SA DE CV (SBP160415NP4, 2016-04-15 00:00:00) | SEEGENE MEXICO S A P I DE CV (BDI160427CR8, 2016-04-27 00:00:00) | LABORATORIO ZURICH BIO S A P I DE CV (LZB160427DJ6, 2016-04-27 00:00:00) | MEDIVIDA SA DE CV (MED160429D39, 2016-04-29 00:00:00) | WAYAK MEDIA SA DE CV (WME160502DV6, 2016-05-02 00:00:00) | SCIENTMEX SA DE CV (SCI160503L30, 2016-05-03 00:00:00)"
INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS ISMAEL COSÍO VILLEGAS,SUBDIRECCION DE SERVICIOS GENERALES,4,21,2004-01-16 00:00:00,2004-02-06 00:00:00,13,3.5,"EVOLUCIONA COMUNICACIONES SA DE CV (ECO0401165R8, 2004-01-16 00:00:00) | INGENIERIA PAILERIA Y SERVICIOS INDUSTRIALES ISHE SA DE CV (IPS040121S66, 2004-01-21 00:00:00) | GRUPO EMPRESARIAL TECNICARE SA DE CV (GET040202HH1, 2004-02-02 00:00:00) | DRÄGER MEDICAL MEXICO SA DE CV (DMM040206NG8, 2004-02-06 00:00:00)"
SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y REINSERCION SOCIAL,DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS,3,9,2017-02-07 00:00:00,2017-02-16 00:00:00,3,3.5,"IDEAS CREATIVAS DE EVENTOS INTERACTIVOS SA DE CV (ICF170207G1A, 2017-02-07 00:00:00) | MANUFACTURAS SERKA CONTINENTALES SA DE CV (MSC170215V20, 2017-02-15 00:00:00) | MAGNOCOM SA DE CV (MAG170216BCA, 2017-02-16 00:00:00)"
"ADMINISTRACION DEL SISTEMA PORTUARIO NACIONAL LAZARO CARDENAS, S.A. DE C.V.",LAZARO CARDENAS-GERENCIA DE ADMINISTRACION Y FINANZAS,3,23,1989-05-16 00:00:00,1989-06-08 00:00:00,8,3.5,"TOTAL PLAY TELECOMUNICACIONES S A P I DE CV (TPT890516JP5, 1989-05-16 00:00:00) | IMPRESIONES AEREAS SA DE CV (IAE890608228, 1989-06-08 00:00:00) | PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO SA DE CV (PSI8906083F8, 1989-06-08 00:00:00)"
COLEGIO DE POSTGRADUADOS,DEPARTAMENTO DE ADQUISICIONES Y CONTRATOS,4,16,2007-03-28 00:00:00,2007-04-13 00:00:00,6,3.4,"EUN MEXICO SA DE CV (EME070328PQ8, 2007-03-28 00:00:00) | MAYOREO HIDRAULICO E INDUSTRIAL S DE RL DE CV (MHE070328HR3, 2007-03-28 00:00:00) | GDC DIFUSION CIENTIFICA SA DE CV (GDC070413NN7, 2007-04-13 00:00:00) | PROVEEDORA DE INSUMOS Y SERVICIOS PARA LABORATORIO E INDUSTRIA S (PIS070413D7A, 2007-04-13 00:00:00)"
TALLERES GRAFICOS DE MEXICO,GERENCIA DE ABASTECIMIENTOS,4,25,2018-05-04 00:00:00,2018-05-29 00:00:00,8,3.4,"BARTSER SA DE CV (BAR180504B51, 2018-05-04 00:00:00) | SOLUCIONES INTEGRALES CORPORATIVAS VGMO SA DE CV (SIC180523EM6, 2018-05-23 00:00:00) | GRUPO WORLD TAPE SA DE CV (GWT1805288F5, 2018-05-28 00:00:00) | MUSICALLIS SA DE CV (MUS180529LE1, 2018-05-29 00:00:00)"
"ADMINISTRACION DEL SISTEMA PORTUARIO NACIONAL VERACRUZ, S.A. DE C.V.",VERACRUZ-GERENCIA DE ADMINISTRACION Y FINANZAS,3,13,1991-05-24 00:00:00,1991-06-06 00:00:00,3,3.4,"HOLA INNOVACION SA DE CV (SDT9105246L8, 1991-05-24 00:00:00) | CORPORACION INTEGRAL DE COMERCIO EXTERIOR SA DE CV (CIC910530TC8, 1991-05-30 00:00:00) | FUMITECNI INDUSTRIA Y HOGAR SA DE CV (FIH910606J83, 1991-06-06 00:00:00)"
RÍO GRANDE,DIRECCIÓN DE DESARROLLO ECONOMICO,3,26,2023-05-31 00:00:00,2023-06-26 00:00:00,3,3.4,"AVALON ARQUITECTURA CONCRETO Y MAS SA DE CV (AAC230531MU6, 2023-05-31 00:00:00) | CONSTRUCTIONS AND UNIQUE ROADS TORRLAG SA DE CV (CUR230531722, 2023-05-31 00:00:00) | GRUPO INMO INTEROCEANICO SA DE CV (GII230626UM9, 2023-06-26 00:00:00)"
INSTITUTO MEXICANO DEL SEGURO SOCIAL,"OOAD REGIONAL VERACRUZ SUR, DEPTO. CONSERV.Y SERV. GRAL",3,16,2008-06-18 00:00:00,2008-07-04 00:00:00,3,3.3,"SIEMENS HEALTHCARE DIAGNOSTICS S DE RL DE CV (SHD080618IA7, 2008-06-18 00:00:00) | ENRE MEDICAL SERVICE SA DE CV (EMS0806273F6, 2008-06-27 00:00:00) | STANDVER SA DE CV (STA080704AU1, 2008-07-04 00:00:00)"
INSTITUTO MEXICANO DEL SEGURO SOCIAL,"UMAE HOSPITAL DE TRAUMATOLOGIA Y ORTOPEDIA DE PUEBLA, OFICINA DE ADQUISICIONES",5,28,2018-10-02 00:00:00,2018-10-30 00:00:00,15,3.3,"ADVANCED STERILIZATION S DE RL DE CV (AST181002V20, 2018-10-02 00:00:00) | COCON COCINA Y ASEO SA DE CV (CCA181009H34, 2018-10-09 00:00:00) | AMA BELLA IMAGINE SA DE CV (ABI181016UD3, 2018-10-16 00:00:00) | AZTEC MEDIC SA DE CV (AME181017JV4, 2018-10-17 00:00:00) | MAKORP SA DE CV (MAK181030692, 2018-10-30 00:00:00)"
HOSPITAL INFANTIL DE MÉXICO FEDERICO GÓMEZ,SUBDIRECCION DE RECURSOS MATERIALES,7,27,2020-06-19 00:00:00,2020-07-16 00:00:00,26,3.2,"DHAC MEDICS SA DE CV (DME200619792, 2020-06-19 00:00:00) | CALDERON PUBLISHING GROUP SAS (CPG200701UB4, 2020-07-01 00:00:00) | ATK MEDICAL SA DE CV (AME2007032Q7, 2020-07-03 00:00:00) | DIANMA SOLUTIONS SA DE CV (DSO200708M27, 2020-07-08 00:00:00) | ALATOR MEDICAL S A P I DE CV (AME200713LBA, 2020-07-13 00:00:00) | JRL SUPPLIERS S DE RL DE CV (JSU200713MN2, 2020-07-13 00:00:00) | SAGO MEDICAL SERVICE SA DE CV (SMS200716NZ4, 2020-07-16 00:00:00)"
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,"SUBGERENCIA ADMINISTRATIVA, UNIDAD REGIONAL SALTILLO",3,19,2019-05-10 00:00:00,2019-05-29 00:00:00,10,3.2,"ARQUITECTURA E INGENIERIA MECCRI SA DE CV (AIM190510TL9, 2019-05-10 00:00:00) | GR CONCRETOS Y PAVIMENTOS SA DE CV (GCP190523MD8, 2019-05-23 00:00:00) | D3R MATMEX S DE RL DE CV (DMA190529C21, 2019-05-29 00:00:00)"
SECRETARIA DE TURISMO,DIRECCIÓN GENERAL DE ADMINISTRACIÓN,4,14,2021-06-21 00:00:00,2021-07-05 00:00:00,4,3.1,"MERCAPIB SA DE CV (MER210621AIA, 2021-06-21 00:00:00) | GT DIGITAL MEDIA SA DE CV (GDM210702A45, 2021-07-02 00:00:00) | INTEGRACION DE MEDIOS DE LA PENINSULA SA DE CV (IMP210705KUA, 2021-07-05 00:00:00) | PLANETS SOLUTIONS SA DE CV (PSO210705KZ2, 2021-07-05 00:00:00)"
UNIVERSIDAD PEDAGOGICA NACIONAL,"SECRETARIA ADMINISTRATIVA, SUBDIRECCION DE RECURSOS MATERIALES Y SERVICIOS",3,28,2017-01-19 00:00:00,2017-02-16 00:00:00,5,3.1,"GRUPO RCR CONSULTORES E INGENIERIA INTEGRAL SA DE CV (GRC170119BAA, 2017-01-19 00:00:00) | MANUFACTURAS SERKA CONTINENTALES SA DE CV (MSC170215V20, 2017-02-15 00:00:00) | MAGNOCOM SA DE CV (MAG170216BCA, 2017-02-16 00:00:00)"
XE-IPN CANAL 11,DIRECCION DE ADMINISTRACION Y FINANZAS,4,30,2002-11-19 00:00:00,2002-12-19 00:00:00,5,3.1,"AGUILA O SOL PRODUCCIONES SA DE CV (AOS021119QH2, 2002-11-19 00:00:00) | SOCIEDAD MEXICANA DE EJECUTANTES DE MUSICA, SOCIEDAD DE GESTION (MEM021128AM3, 2002-11-28 00:00:00) | SOCIEDAD MEXICANA DE EJECUTANTES DE LA MUSICA SGC (MEM021128H7A, 2002-11-28 00:00:00) | SIENTV SISTEMAS DE ENTRETENIMIENTO EN TELEVISION S DE RL DE CV (SSE021219HM4, 2002-12-19 00:00:00)"
"GRUPO AEROPORTUARIO, FERROVIARIO, DE SERVICIOS AUXILIARES Y CONEXOS, OLMECA-MAYA-MEXICA, S.A. DE C.V.",DIRECCIÓN GENERAL DE RECURSOS MATERIALES Y SERVICIOS GENERALES,4,18,2014-03-03 00:00:00,2014-03-21 00:00:00,4,3.1,"SIMEC SERVICIOS DE INGENIERIA, MECANICA, ELECTRICA Y CIVIL SA DE CV (SSI140303UTA, 2014-03-03 00:00:00) | MITRA SA DE CV (MIT1403064G5, 2014-03-06 00:00:00) | REPORTE INDIGO DE MEXICO SA DE CV (RIM140314IQ7, 2014-03-14 00:00:00) | LV INGENIEROS SA DE CV (LIN140321M68, 2014-03-21 00:00:00)"
HOSPITAL INFANTIL DE MÉXICO FEDERICO GÓMEZ,DEPARTAMENTO DE ADQUISICIONES GENERALES,4,12,2017-02-09 00:00:00,2017-02-21 00:00:00,6,3.1,"MDSTI SA DE CV (MDS170209ND0, 2017-02-09 00:00:00) | MANUFACTURAS SERKA CONTINENTALES SA DE CV (MSC170215V20, 2017-02-15 00:00:00) | MAGNOCOM SA DE CV (MAG170216BCA, 2017-02-16 00:00:00) | INDUSTRIAS NAJI SA DE CV (INA170221DH7, 2017-02-21 00:00:00)"
CAMINOS Y PUENTES FEDERALES DE INGRESOS Y SERVICIOS CONEXOS,"UNIDAD REGIONAL OAXACA, SUBGERENCIA DE ADMINISTRACIÓN",3,28,1997-07-01 00:00:00,1997-07-29 00:00:00,4,3.0,"PINTURAS DURASOL SA DE CV (PDU970701JY6, 1997-07-01 00:00:00) | SERVYRE SA DE CV (SER970728JN8, 1997-07-28 00:00:00) | AUTO SERVICIO LEMANS DEL SURESTE SA DE CV (ASL970729H10, 1997-07-29 00:00:00)"
INSTITUTO MEXICANO DEL SEGURO SOCIAL,COORDINACIÓN DE ABASTECIMIENTO Y EQUIPAMIENTO OOAD HIDALGO,4,25,2017-11-16 00:00:00,2017-12-11 00:00:00,4,3.0,"COMERCIALIZADORA Y PROVEEDORA DE SUMINISTROS MEDICOS DUFASA SA D (CPS171116GF0, 2017-11-16 00:00:00) | REGINA & COMERCIAL SPB SA DE CV (RAC171122BXA, 2017-11-22 00:00:00) | PROVEEDORA MEDICA DE HIDALGO SA DE CV (PMH171124CZ2, 2017-11-24 00:00:00) | TECNOLOGIA EN INFORMATICA Y MEDICINA SA DE CV (TIM171211L47, 2017-12-11 00:00:00)"
COLEGIO DE BACHILLERES,DEPARTAMENTO DE ADQUISICIONES Y CONTROL PATRIMONIAL,3,27,2013-02-13 00:00:00,2013-03-12 00:00:00,5,3.0,"UNIDAD DE EDUCACION Y CONSULTORIA APLICADA S DE RL DE CV (UEC130213TAA, 2013-02-13 00:00:00) | SERVICIOS DE IMPLEMENTACION EN REDES CONVERGENTES SA DE CV (SIE130307MD4, 2013-03-07 00:00:00) | IDEAS EXPUESTAS EDGON S DE RL DE CV (IEE130312AL6, 2013-03-12 00:00:00)"
INSTITUTO MEXICANO DEL SEGURO SOCIAL,"UMAE DR. VICTORIO DE LA FUENTE NARVAEZ CIUDAD DE MEXICO, DIRECCION",3,30,2013-09-09 00:00:00,2013-10-09 00:00:00,5,2.9,"TD&IS TRAINING, DISTRIBUTION AND INTEGRATED SERVICES SA DE CV (TTD130909V92, 2013-09-09 00:00:00) | DUO ALTO NIVEL EN SERVICIOS SA DE CV (DAN130930JI5, 2013-09-30 00:00:00) | F.R. MEDICAL SA DE CV (FME1310099B9, 2013-10-09 00:00:00)"
SECRETARÍA ANTICORRUPCIÓN Y BUEN GOBIERNO,DIRECCION GENERAL DE RECURSOS MATERIALES Y SERVICIOS GENERALES,3,20,2003-02-07 00:00:00,2003-02-27 00:00:00,3,2.9,"VENTUS TECHNOLOGY SA DE CV (VTE030207UA6, 2003-02-07 00:00:00) | TEC PLUSS SA DE CV (TPL030219RE3, 2003-02-19 00:00:00) | EFINFO S A P I DE CV (EFI030227P25, 2003-02-27 00:00:00)"
